"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Gender,Age,Text,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Reporting starts","Reporting ends"
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,55-64,"25% Off Sitewide · 3,000+ Cities",not_delivering,ad,4,4,1,Incremental,"Website purchases",,0.04,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,65+,"25% Off Sitewide · 3,000+ Cities",not_delivering,ad,3,3,1,Incremental,"Website purchases",,0.01,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,unknown,45-54,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,1,2,2,Incremental,"Website purchases",,0.02,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,unknown,65+,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,4,5,1.25,Incremental,"Website purchases",,0.23,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,65+,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,73,106,1.45205479,Incremental,"Website purchases",,1.29,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,45-54,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,81,93,1.14814815,Incremental,"Website purchases",,1.43,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,45-54,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,47,51,1.08510638,Incremental,"Website purchases",,1,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,65+,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,94,105,1.11702128,Incremental,"Website purchases",,4.15,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,25-34,"25% Off Sitewide · 3,000+ Cities",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.01,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,35-44,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,57,63,1.10526316,Incremental,"Website purchases",,1.42,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,65+,"Framed & Unframed Options",not_delivering,ad,5,5,1,Incremental,"Website purchases",,0.13,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,55-64,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,89,101,1.13483146,Incremental,"Website purchases",,2.54,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,25-34,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.09,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,18-24,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,25-34,"Framed & Unframed Options",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,25-34,"Framed & Unframed Options",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,45-54,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.21,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,55-64,"Framed & Unframed Options",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.03,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,25-34,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,63,77,1.22222222,Incremental,"Website purchases",,1.31,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,65+,"Framed & Unframed Options",not_delivering,ad,12,14,1.16666667,Incremental,"Website purchases",,0.3,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,45-54,"Framed & Unframed Options",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.01,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,45-54,"Framed & Unframed Options",not_delivering,ad,3,3,1,Incremental,"Website purchases",,0.16,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,25-34,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,33,40,1.21212121,Incremental,"Website purchases",,1.04,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,55-64,"Framed & Unframed Options",not_delivering,ad,9,9,1,Incremental,"Website purchases",,0.34,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,male,25-34,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,1,3,3,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.07,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,male,55-64,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,female,45-54,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,male,65+,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,male,35-44,"Shop Hometown Wall Art",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.63,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,male,45-54,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,female,55-64,"3,000+ places. Framed and made to order.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,male,55-64,"Shop Hometown Wall Art",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,male,45-54,"Bring Your Favorite Places Home",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,male,25-34,"Bring Your Favorite Places Home",not_delivering,ad,2,5,2.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.13,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,male,35-44,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,male,18-24,"Bring Your Favorite Places Home",not_delivering,ad,3,6,2,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.11,,2026-05-18,Ongoing,2026-05-20,2026-05-20
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-20,female,45-54,"Bring Your Favorite Places Home",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-18,Ongoing,2026-05-20,2026-05-20
