"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Gender,Age,Text,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Reporting starts","Reporting ends"
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,35-44,"Ordering art online feels like a gamble. We know.

That's why every print ships on heavyweight fine art paper with archival inks, in a real wooden frame — and if it's not right, we make it right. Guaranteed.

No risk. Free shipping.",not_delivering,ad,5,5,1,Incremental,"Website purchases",,0.09,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,45-54,"Ordering art online feels like a gamble. We know.

That's why every print ships on heavyweight fine art paper with archival inks, in a real wooden frame — and if it's not right, we make it right. Guaranteed.

No risk. Free shipping.",not_delivering,ad,4,5,1.25,Incremental,"Website purchases",,0.11,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,55-64,"No gamble here: expertly crafted prints shipped free and ready to hang - if you're not satisfied, we'll fix it. No risk guaranteed.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.12,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,55-64,"No gamble here: expertly crafted prints shipped free and ready to hang - if you're not satisfied, we'll fix it. No risk guaranteed.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.03,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,25-34,"No gamble here: expertly crafted prints shipped free and ready to hang - if you're not satisfied, we'll fix it. No risk guaranteed.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.17,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,45-54,"No gamble here: expertly crafted prints shipped free and ready to hang - if you're not satisfied, we'll fix it. No risk guaranteed.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.01,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,25-34,"Ordering art online feels like a gamble. We know.

That's why every print ships on heavyweight fine art paper with archival inks, in a real wooden frame — and if it's not right, we make it right. Guaranteed.

No risk. Free shipping.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.04,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,45-54,"No gamble here: expertly crafted prints shipped free and ready to hang - if you're not satisfied, we'll fix it. No risk guaranteed.",not_delivering,ad,3,3,1,Incremental,"Website purchases",,0.26,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,unknown,65+,"No gamble here: expertly crafted prints shipped free and ready to hang - if you're not satisfied, we'll fix it. No risk guaranteed.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.03,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"His/Hers Static",120246502749090327,2026-06-16,female,45-54,"Every couple has an origin story.
Two cities. Two streets. Two people who somehow found each other.
Frame both.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.01,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"His/Hers Static",120246502749090327,2026-06-16,female,18-24,"Every couple has an origin story.
Two cities. Two streets. Two people who somehow found each other.
Frame both.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.02,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"His/Hers Static",120246502749090327,2026-06-16,female,35-44,"Every couple has an origin story.
Two cities. Two streets. Two people who somehow found each other.
Frame both.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"His/Hers Static",120246502749090327,2026-06-16,male,35-44,"Every couple has an origin story.
Two cities. Two streets. Two people who somehow found each other.
Frame both.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.01,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"His/Hers Static",120246502749090327,2026-06-16,male,25-34,"Every couple has an origin story.
Two cities. Two streets. Two people who somehow found each other.
Frame both.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.03,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"His/Hers Static",120246502749090327,2026-06-16,female,25-34,"Every couple has an origin story.
Two cities. Two streets. Two people who somehow found each other.
Frame both.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"2 Print Static",120246478490010327,2026-06-16,male,55-64,"Every couple has an origin story.
Two cities. Two streets. Two people who somehow found each other.
Frame both.
The most personal anniversary gift you'll ever give — and the easiest one to order.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.03,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,45-54,"Ordering art online feels like a gamble. We know.

That's why every print ships on heavyweight fine art paper with archival inks, in a real wooden frame — and if it's not right, we make it right. Guaranteed.

No risk. Free shipping.",not_delivering,ad,3,3,1,Incremental,"Website purchases",,0.14,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,65+,"Ordering art online feels like a gamble. We know.

That's why every print ships on heavyweight fine art paper with archival inks, in a real wooden frame — and if it's not right, we make it right. Guaranteed.

No risk. Free shipping.",not_delivering,ad,2,3,1.5,Incremental,"Website purchases",,0.21,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,65+,"High-quality art materials and framing, every time. Guaranteed.

Our prints ship on heavyweight fine art paper with archival inks, in a real wooden frame. No risk, free shipping.",not_delivering,ad,9,10,1.11111111,Incremental,"Website purchases",,1.19,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,45-54,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,14,15,1.07142857,Incremental,"Website purchases",,0.8,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,45-54,"High-quality art materials and framing, every time. Guaranteed.

Our prints ship on heavyweight fine art paper with archival inks, in a real wooden frame. No risk, free shipping.",not_delivering,ad,4,4,1,Incremental,"Website purchases",,0.54,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,55-64,"No gamble here! 🎨 Every print is shipped on high-quality, heavyweight fine art paper with archival inks, framed in real wood. Free shipping, guaranteed.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.06,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,45-54,"No gamble here! 🎨 Every print is shipped on high-quality, heavyweight fine art paper with archival inks, framed in real wood. Free shipping, guaranteed.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.03,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,65+,"No gamble here! 🎨 Every print is shipped on high-quality, heavyweight fine art paper with archival inks, framed in real wood. Free shipping, guaranteed.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.01,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,55-64,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,3,5,1.66666667,Incremental,"Website purchases",,0.84,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,unknown,18-24,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.02,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,18-24,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,3,3,1,Incremental,"Website purchases",,0.08,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,35-44,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,7,11,1.57142857,Incremental,"Website purchases",,0.27,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,25-34,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,14,16,1.14285714,Incremental,"Website purchases",,0.4,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,unknown,25-34,"Ordering art online feels like a gamble. We know.

That's why every print ships on heavyweight fine art paper with archival inks, in a real wooden frame — and if it's not right, we make it right. Guaranteed.

No risk. Free shipping.",not_delivering,ad,1,2,2,Incremental,"Website purchases",,0.02,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,25-34,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,31,36,1.16129032,Incremental,"Website purchases",,1.77,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,18-24,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,7,8,1.14285714,Incremental,"Website purchases",,0.22,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,45-54,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,5,6,1.2,Incremental,"Website purchases",,0.21,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,35-44,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,26,28,1.07692308,Incremental,"Website purchases",,2,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,65+,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,8,10,1.25,Incremental,"Website purchases",,0.29,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,55-64,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,3,3,1,Incremental,"Website purchases",,0.11,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,female,65+,"Get high-quality art prints with no risk! 📦 Ships on heavyweight fine art paper, in a real wooden frame. If it's not right, we make it right. Guaranteed. Free shipping.",not_delivering,ad,3,4,1.33333333,Incremental,"Website purchases",,0.37,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,unknown,65+,"Ordering art online feels like a gamble. We know.

That's why every print ships on heavyweight fine art paper with archival inks, in a real wooden frame — and if it's not right, we make it right. Guaranteed.

No risk. Free shipping.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,male,65+,"Ordering art online feels like a gamble. We know.

That's why every print ships on heavyweight fine art paper with archival inks, in a real wooden frame — and if it's not right, we make it right. Guaranteed.

No risk. Free shipping.",not_delivering,ad,4,4,1,Incremental,"Website purchases",,0.07,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Static Post",120246245836880327,2026-06-16,male,35-44,"That blank wall has been bothering you for months. You walk past it every day. You keep saying you'll figure it out. Here's the fix: a print of a city that actually means something to you.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.01150579,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,2026-06-16,unknown,55-64,"No gamble here! 🎨 Every print is shipped on high-quality, heavyweight fine art paper with archival inks, framed in real wood. Free shipping, guaranteed.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"2 Print Static",120246478490010327,2026-06-16,female,18-24,"Every couple has an origin story.
Two cities. Two streets. Two people who somehow found each other.
Frame both.
The most personal anniversary gift you'll ever give — and the easiest one to order.",not_delivering,ad,17,20,1.17647059,Incremental,"Website purchases",,0.31,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Wall Static",120246476965880327,2026-06-16,female,35-44,"New city. New apartment. New life.
But she still misses home.
Give her the one thing that makes any room feel familiar.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.01,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 7 - fathers day",120246792964980327,"father/son ad",120246792964970327,2026-06-16,male,55-64,"Your dad has given you everything. The least you can do is give him something worth hanging on his wall.

This Father's Day — get him a print of the street that made him who he is. The neighborhood he grew up in. The city he always talks about.

65% off all pieces. Ships fast. Arrives framed and ready.
Don't get him another gift card. 

Get him something that actually means something.",not_delivering,ad,8,10,1.25,Incremental,"Website purchases",,0.14,,2026-06-10,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Wall Static",120246476965880327,2026-06-16,female,25-34,"New city. New apartment. New life.
But she still misses home.
Give her the one thing that makes any room feel familiar.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.02,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Wall Static",120246476965880327,2026-06-16,male,55-64,"New city. New apartment. New life.
But she still misses home.
Give her the one thing that makes any room feel familiar.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.03,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Wall Static",120246476965880327,2026-06-16,female,35-44,"New city. New apartment. New life.
But she still misses home.
Give her the one thing that makes any room feel familiar.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.01,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Wall Static",120246476965880327,2026-06-16,female,45-54,"New city. New apartment. New life.
But she still misses home.
Give her the one thing that makes any room feel familiar.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.02,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Wall Static",120246476965880327,2026-06-16,male,25-34,"New city. New apartment. New life.
But she still misses home.
Give her the one thing that makes any room feel familiar.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.01,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Wall Static",120246476965880327,2026-06-16,female,25-34,"New city. New apartment. New life.
But she still misses home.
Give her the one thing that makes any room feel familiar.",not_delivering,ad,4,4,1,Incremental,"Website purchases",,0.08,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Wall Static",120246476965880327,2026-06-16,male,18-24,"New city. New apartment. New life.
But she still misses home.
Give her the one thing that makes any room feel familiar.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.03,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Wall Static",120246476965880327,2026-06-16,female,18-24,"New city. New apartment. New life.
But she still misses home.
Give her the one thing that makes any room feel familiar.",not_delivering,ad,3,3,1,Incremental,"Website purchases",,0.02,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 7 - fathers day",120246792964980327,"father/son ad",120246792964970327,2026-06-16,female,25-34,"Your dad has given you everything. The least you can do is give him something worth hanging on his wall.

This Father's Day — get him a print of the street that made him who he is. The neighborhood he grew up in. The city he always talks about.

65% off all pieces. Ships fast. Arrives framed and ready.
Don't get him another gift card. 

Get him something that actually means something.",not_delivering,ad,47,52,1.10638298,Incremental,"Website purchases",,1.13,,2026-06-10,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Wall Static",120246476965880327,2026-06-16,male,35-44,"New city. New apartment. New life.
But she still misses home.
Give her the one thing that makes any room feel familiar.",not_delivering,ad,3,3,1,Incremental,"Website purchases",,0.03,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,2026-06-16,male,18-24,"Free shipping — and it won't last all season.

The street you know. The place that means something. Now on your wall, shipped free, arrives in 4–7 days.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.01,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,2026-06-16,male,35-44,"Free shipping — and it won't last all season.

The street you know. The place that means something. Now on your wall, shipped free, arrives in 4–7 days.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.05,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,2026-06-16,male,45-54,"Free shipping — and it won't last all season.

The street you know. The place that means something. Now on your wall, shipped free, arrives in 4–7 days.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.07,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,2026-06-16,male,55-64,"Free shipping — and it won't last all season.

The street you know. The place that means something. Now on your wall, shipped free, arrives in 4–7 days.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.01,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,2026-06-16,male,25-34,"Free shipping — and it won't last all season.

The street you know. The place that means something. Now on your wall, shipped free, arrives in 4–7 days.",not_delivering,ad,3,3,1,Incremental,"Website purchases",,0.07,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,2026-06-16,female,45-54,"Free shipping — and it won't last all season.

The street you know. The place that means something. Now on your wall, shipped free, arrives in 4–7 days.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.12,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,2026-06-16,male,55-64,"Free shipping — and it won't last all season.

The street you know. The place that means something. Now on your wall, shipped free, arrives in 4–7 days.",not_delivering,ad,6,6,1,Incremental,"Website purchases",,0.3,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,2026-06-16,male,35-44,"Free shipping — and it won't last all season.

The street you know. The place that means something. Now on your wall, shipped free, arrives in 4–7 days.",not_delivering,ad,8,8,1,Incremental,"Website purchases",,0.38,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 7 - fathers day",120246792964980327,"father/son ad",120246792964970327,2026-06-16,male,35-44,"Your dad has given you everything. The least you can do is give him something worth hanging on his wall.

This Father's Day — get him a print of the street that made him who he is. The neighborhood he grew up in. The city he always talks about.

65% off all pieces. Ships fast. Arrives framed and ready.
Don't get him another gift card. 

Get him something that actually means something.",not_delivering,ad,12,12,1,Incremental,"Website purchases",,0.43,,2026-06-10,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 7 - fathers day",120246792964980327,"father/son ad",120246792964970327,2026-06-16,male,18-24,"Your dad has given you everything. The least you can do is give him something worth hanging on his wall.

This Father's Day — get him a print of the street that made him who he is. The neighborhood he grew up in. The city he always talks about.

65% off all pieces. Ships fast. Arrives framed and ready.
Don't get him another gift card. 

Get him something that actually means something.",not_delivering,ad,14,19,1.35714286,Incremental,"Website purchases",,0.29,,2026-06-10,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,2026-06-16,female,25-34,"Free shipping — and it won't last all season.

The street you know. The place that means something. Now on your wall, shipped free, arrives in 4–7 days.",not_delivering,ad,3,3,1,Incremental,"Website purchases",,0.07,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 7 - fathers day",120246792964980327,"father/son ad",120246792964970327,2026-06-16,male,25-34,"Your dad has given you everything. The least you can do is give him something worth hanging on his wall.

This Father's Day — get him a print of the street that made him who he is. The neighborhood he grew up in. The city he always talks about.

65% off all pieces. Ships fast. Arrives framed and ready.
Don't get him another gift card. 

Get him something that actually means something.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0,,2026-06-10,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"2 Print Static",120246478490010327,2026-06-16,female,45-54,"Every couple has an origin story.
Two cities. Two streets. Two people who somehow found each other.
Frame both.
The most personal anniversary gift you'll ever give — and the easiest one to order.",not_delivering,ad,4,4,1,Incremental,"Website purchases",,0.02,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Static + Dad Gift",120246474012520327,2026-06-16,female,35-44,"He has everything.
Except this.
The street he grew up on. Framed. On his wall. Forever.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 3 - First Apartment",120246475370240327,"4 Print Static",120246475370230327,2026-06-16,female,35-44,"New place. Blank walls. No idea what to put up.

Get them a print of the city they just moved to — or the one they left behind.

3,000 locations. Framed. Ships in days.",not_delivering,ad,1,2,2,Incremental,"Website purchases",,0.03,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 7 - fathers day",120246792964980327,"father/son ad",120246792964970327,2026-06-16,female,55-64,"Your dad has given you everything. The least you can do is give him something worth hanging on his wall.

This Father's Day — get him a print of the street that made him who he is. The neighborhood he grew up in. The city he always talks about.

65% off all pieces. Ships fast. Arrives framed and ready.
Don't get him another gift card. 

Get him something that actually means something.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.01,,2026-06-10,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 7 - fathers day",120246792964980327,"father/son ad",120246792964970327,2026-06-16,male,35-44,"Your dad has given you everything. The least you can do is give him something worth hanging on his wall.

This Father's Day — get him a print of the street that made him who he is. The neighborhood he grew up in. The city he always talks about.

65% off all pieces. Ships fast. Arrives framed and ready.
Don't get him another gift card. 

Get him something that actually means something.",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0,,2026-06-10,Ongoing,2026-06-16,2026-06-16
